apps/erpnext/erpnext/stock/doctype/item/item.py +204,Warning: Invalid Attachment {0},تحذير: مرفق غير صالح {0}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +709,No Permission,لا يوجد تصريح
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +50,"To filter based on Party, select Party Type first",لتصفية استنادا الحزب، حدد حزب النوع الأول
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +48,'Update Stock' can not be checked because items are not delivered via {0},&quot;الأوراق المالية التحديث&quot; لا يمكن التحقق من أنه لم يتم تسليم المواد عن طريق {0}
apps/erpnext/erpnext/public/js/setup_wizard.js +298,Nos,غ
apps/erpnext/erpnext/controllers/accounts_controller.py +542,Row #{0}: Asset {1} must be submitted,الصف # {0}: الأصول {1} يجب أن تقدم
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +40,No employee found,لا توجد موظف
DocType: Supplier Quotation,Stopped,توقف
DocType: Item,If subcontracted to a vendor,إذا الباطن للبائع
DocType: SMS Center,All Customer Contact,جميع العملاء الاتصال
apps/erpnext/erpnext/config/stock.py +148,Upload stock balance via csv.,تحميل المال عن طريق التوازن CSV.
DocType: Warehouse,Tree Details,تفاصيل شجرة
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +27,Send Now,أرسل الآن
,Support Analytics,دعم تحليلات
DocType: Item,Website Warehouse,مستودع الموقع
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +64,Item Row {idx}: {doctype} {docname} does not exist in above '{doctype}' table,البند الصف {IDX}: {DOCTYPE} {} DOCNAME لا وجود له في أعلاه &#39;{DOCTYPE} المائدة
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +227,Timesheet {0} is already completed or cancelled,الجدول الزمني {0} بالفعل منتهي أو ملغى
DocType: Purchase Invoice,"The day of the month on which auto invoice will be generated e.g. 05, 28 etc",في يوم من الشهر الذي سيتم إنشاء فاتورة السيارات سبيل المثال 05، 28 الخ
DocType: Asset,Opening Accumulated Depreciation,فتح الاستهلاك المتراكم
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.js +49,Score must be less than or equal to 5,يجب أن تكون النتيجة أقل من أو يساوي 5
DocType: Program Enrollment Tool,Program Enrollment Tool,أداة انتساب برنامج
apps/erpnext/erpnext/config/accounts.py +294,C-Form records,سجلات النموذج - س
apps/erpnext/erpnext/config/selling.py +297,Customer and Supplier,العملاء والموردين
apps/erpnext/erpnext/config/support.py +12,Support queries from customers.,دعم الاستفسارات من العملاء.
DocType: HR Settings,Retirement Age,سن التقاعد
DocType: Bin,Moving Average Rate,الانتقال متوسط معدل
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +342,{0} against Bill {1} dated {2},{0} مقابل الفاتورة {1} بتاريخ {2}
apps/erpnext/erpnext/schools/doctype/course/course.js +17,Course Schedule,الجدول الدراسي
DocType: Maintenance Visit,Completion Status,استكمال الحالة
DocType: HR Settings,Enter retirement age in years,أدخل سن التقاعد في السنوات
apps/erpnext/erpnext/accounts/doctype/asset/asset.js +229,Target Warehouse,المستودع المستهدف
DocType: Cheque Print Template,Starting location from left edge,بدءا الموقع من الحافة اليسرى
DocType: Item,Allow over delivery or receipt upto this percent,سماح على تسليم أو استلام تصل هذه النسبة
DocType: Stock Entry,STE-,STE-
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +53,Expected Delivery Date cannot be before Sales Order Date,التاريخ التسليم المتوقع  لا يمكن أن يكون قبل تاريخ طلب شراء المبيعات
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +17,All Item Groups,جميع مجموعات الصنف
DocType: Process Payroll,Activity Log,سجل النشاط
apps/erpnext/erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.py +36,Net Profit / Loss,صافي الربح / الخسارة
apps/erpnext/erpnext/config/setup.py +89,Automatically compose message on submission of transactions.,شكل رسالة تلقائياً عند تثبيت المعاملة
apps/erpnext/erpnext/buying/doctype/purchase_common/purchase_common.py +82,{0} {1} status is {2},{0} {1} الوضع هو {2}
DocType: Shopping Cart Settings,Enable Checkout,تمكين الخروج
apps/erpnext/erpnext/config/learn.py +207,Purchase Order to Payment,أمر الشراء إلى الدفع
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +37,Projected Qty,الكمية المتوقع
apps/erpnext/erpnext/stock/doctype/item/item.js +278,Item Variant {0} already exists with same attributes,البند البديل {0} موجود بالفعل مع نفس الصفات
DocType: Expense Claim,Expenses,نفقات
DocType: Item Variant Attribute,Item Variant Attribute,البند البديل سمة
,Purchase Receipt Trends,شراء اتجاهات الإيصال
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +75,Research & Development,البحوث والتنمية
,Amount to Bill,تصل إلى بيل
DocType: Leave Block List Date,Leave Block List Date,ترك بلوك تاريخ قائمة
DocType: Sales Team,Incentives,الحوافز
DocType: SMS Log,Requested Numbers,أرقام طلب
DocType: Production Planning Tool,Only Obtain Raw Materials,الحصول فقط مواد أولية
apps/erpnext/erpnext/config/hr.py +142,Performance appraisal.,تقييم الأداء.
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py +94,"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart",تمكين &quot;استخدام لسلة التسوق، كما تم تمكين سلة التسوق وأن يكون هناك واحد على الأقل القاعدة الضريبية لسلة التسوق
apps/erpnext/erpnext/controllers/accounts_controller.py +340,"Payment Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.",يرتبط دفع الدخول {0} ضد بالدفع {1}، معرفة ما اذا كان ينبغي أن يتم سحبها كما تقدم في هذه الفاتورة.
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +29,Project Value,المشروع القيمة
apps/erpnext/erpnext/config/selling.py +307,Point-of-Sale,نقطة البيع
apps/erpnext/erpnext/accounts/doctype/account/account.py +119,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","رصيد حساب بالفعل في الائتمان، لا يسمح لك تعيين ""الرصيد يجب أن يكون 'كما' الخصم '"
DocType: Account,Balance must be,يجب أن يكون التوازن
DocType: Hub Settings,Publish Pricing,نشر التسعير
,Available Qty,الكمية المتاحة
DocType: Purchase Taxes and Charges,On Previous Row Total,على إجمالي الصف السابق
DocType: Purchase Invoice Item,Rejected Qty,الكمية المرفوضة
DocType: Serial No,Incoming Rate,الواردة قيم
DocType: Packing Slip,Gross Weight,الوزن الإجمالي
apps/erpnext/erpnext/public/js/setup_wizard.js +67,The name of your company for which you are setting up this system.,اسم الشركة التي كنت تقوم بإعداد هذا النظام.
DocType: Employee,Date of Joining,تاريخ الانضمام
DocType: Supplier Quotation,Is Subcontracted,وتعاقد من الباطن
DocType: Item Attribute,Item Attribute Values,قيم سمة العنصر
DocType: Examination Result,Examination Result,نتيجة الفحص
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +756,Purchase Receipt,ايصال شراء
apps/erpnext/erpnext/config/accounts.py +267,Currency exchange rate master.,أسعار صرف العملات الرئيسية .
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +167,Reference Doctype must be one of {0},يجب أن يكون إشارة DOCTYPE واحد من {0}
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +282,Unable to find Time Slot in the next {0} days for Operation {1},تعذر العثور على فتحة الزمنية في {0} الأيام القليلة القادمة للعملية {1}
DocType: Production Order,Plan material for sub-assemblies,المواد خطة للجمعيات الفرعي
apps/erpnext/erpnext/config/selling.py +97,Sales Partners and Territory,المناديب و المناطق
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +439,BOM {0} must be active,فاتورة الموارد {0} يجب أن تكون نشطة
DocType: Journal Entry,Depreciation Entry,انخفاض الدخول
apps/erpnext/erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py +36,Please select the document type first,الرجاء اختيار نوع الوثيقة الأولى
apps/erpnext/erpnext/templates/generators/item.html +68,Goto Cart,انتقل الى السلة
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py +65,Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الزيارات {0} قبل إلغاء هذه الصيانة زيارة
DocType: Purchase Receipt Item Supplied,Required Qty,مطلوب الكمية
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +214,Warehouses with existing transaction can not be converted to ledger.,المستودعات مع الصفقة الحالية لا يمكن أن يتم تحويلها إلى دفتر الأستاذ.
DocType: Production Planning Tool,Production Orders,أوامر الإنتاج
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +53,Balance Value,توازن القيمة
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +38,Sales Price List,قائمة مبيعات الأسعار
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +69,Publish to sync items,نشر لمزامنة العناصر
DocType: Bank Reconciliation,Account Currency,عملة الحساب
apps/erpnext/erpnext/accounts/general_ledger.py +137,Please mention Round Off Account in Company,يرجى ذكر جولة معطلة حساب في الشركة
DocType: Purchase Receipt,Range,نطاق
DocType: Supplier,Default Payable Accounts,الحسابات الدائنة الافتراضي
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +40,Employee {0} is not active or does not exist,موظف {0} غير نشط أو غير موجود
DocType: Fee Structure,Components,مكونات
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +232,Please enter Asset Category in Item {0},الرجاء إدخال الأصول الفئة في البند {0}
apps/erpnext/erpnext/stock/doctype/item/item.py +612,Item Variants {0} updated,البند المتغيرات {0} تحديث
DocType: Quality Inspection Reading,Reading 6,قراءة 6
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +843,Cannot {0} {1} {2} without any negative outstanding invoice,لا يمكن {0} {1} {2} من دون أي فاتورة المعلقة السلبية
DocType: Purchase Invoice Advance,Purchase Invoice Advance,مقدم فاتورة الشراء
DocType: Address,Shop,تسوق
DocType: Hub Settings,Sync Now,مزامنة الآن
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +172,Row {0}: Credit entry can not be linked with a {1},صف {0}: لا يمكن ربط دخول الائتمان مع {1}
apps/erpnext/erpnext/config/accounts.py +210,Define budget for a financial year.,تحديد ميزانية السنة المالية.
DocType: Mode of Payment Account,Default Bank / Cash account will be automatically updated in POS Invoice when this mode is selected.,سيتم الافتراضي بنك / الصرف حساب الفاتورة تلقائيا تحديث في POS عند تحديد هذا الوضع.
DocType: Lead,LEAD-,قيادة-
DocType: Production Order Operation,Operation completed for how many finished goods?,اكتمال عملية لكيفية العديد من السلع تامة الصنع؟
apps/erpnext/erpnext/public/js/setup_wizard.js +162,The Brand,العلامة التجارية
DocType: Asset,Purchase Invoice,فاتورة شراء
DocType: Stock Ledger Entry,Voucher Detail No,تفاصيل قسيمة لا
apps/erpnext/erpnext/accounts/page/pos/pos.js +728,New Sales Invoice,فاتورة مبيعات جديدة
DocType: Stock Entry,Total Outgoing Value,إجمالي القيمة الصادرة
apps/erpnext/erpnext/public/js/account_tree_grid.js +225,Opening Date and Closing Date should be within same Fiscal Year,يجب فتح التسجيل وتاريخ الإنتهاء تكون ضمن نفس السنة المالية
DocType: Payment Request,Paid,مدفوع
DocType: Program Fee,Program Fee,رسوم البرنامج
DocType: Salary Slip,Total in words,وبعبارة مجموع
DocType: Material Request Item,Lead Time Date,تاريخ و وقت مبادرة البيع
DocType: Guardian,Guardian Name,اسم ولي الأمر
DocType: Cheque Print Template,Has Print Format,لديها تنسيق طباعة
apps/erpnext/erpnext/accounts/page/pos/pos.js +86, is mandatory. Maybe Currency Exchange record is not created for ,إلزامي. ربما لم يتم انشاء سجل تحويل العملة ل
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +109,Row #{0}: Please specify Serial No for Item {1},الصف # {0}: يرجى تحديد رقم التسلسلي للتاريخ {1}
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +619,"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",وللسلع &quot;حزمة المنتج، مستودع، المسلسل لا دفعة ويتم النظر في أي من الجدول&quot; قائمة التعبئة &quot;. إذا مستودع ودفعة لا هي نفسها لجميع عناصر التعبئة لمادة أي &#39;حزمة المنتج، يمكن إدخال تلك القيم في الجدول الرئيسي عنصر، سيتم نسخ القيم إلى &quot;قائمة التعبئة&quot; الجدول.
DocType: Job Opening,Publish on website,نشر على الموقع الإلكتروني
apps/erpnext/erpnext/config/stock.py +17,Shipments to customers.,الشحنات للعملاء.
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +606,Supplier Invoice Date cannot be greater than Posting Date,المورد تاريخ الفاتورة لا يمكن أن يكون أكبر من تاريخ النشر
DocType: Purchase Invoice Item,Purchase Order Item,شراء السلعة ترتيب
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +130,Indirect Income,الدخل غير المباشرة
DocType: Cheque Print Template,Date Settings,إعدادات التاريخ
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py +48,Variance,فرق
DocType: SMS Center,Total Message(s),مجموع الرسائل ( ق )
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +810,Select Item for Transfer,اختر البند لنقل
DocType: Purchase Invoice,Additional Discount Percentage,نسبة خصم إضافي
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +24,View a list of all the help videos,عرض قائمة من جميع ملفات الفيديو مساعدة
DocType: Student Applicant,Father's Name,اسم الاب
apps/erpnext/erpnext/accounts/doctype/c_form/c_form.py +30,"Row {0}: Invoice {1} is invalid, it might be cancelled / does not exist. 
						Please enter a valid Invoice",صف {0}: فاتورة {1} غير صالح، قد يتم إلغاء / لا وجود لها.  الرجاء إدخال الفاتورة صحيحة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +105,Row {0}: Payment against Sales/Purchase Order should always be marked as advance,صف {0}: الدفع مقابل مبيعات / طلب شراء ينبغي دائما أن تكون علامة مسبقا
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +16,Chemical,مادة كيميائية
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +686,All items have already been transferred for this Production Order.,كل الأصناف قد تم ترحيلها من قبل لأمر الانتاج هذا.
apps/erpnext/erpnext/public/js/setup_wizard.js +299,Meter,متر
DocType: Workstation,Electricity Cost,تكلفة الكهرباء
DocType: HR Settings,Don't send Employee Birthday Reminders,لا ترسل تذكير يوم ميلاد الموظف
DocType: Opportunity,Walk In,عميل غير مسجل
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +113,Stock Entries,مدخلات المخزون
apps/erpnext/erpnext/stock/doctype/material_request/material_request_list.js +12,Transfered,نقلها
apps/erpnext/erpnext/public/js/setup_wizard.js +163,Upload your letter head and logo. (you can edit them later).,تحميل رئيس رسالتكم والشعار. (يمكنك تحريرها لاحقا).
DocType: Timesheet Detail,Bill,فاتورة حساب
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +163,White,أبيض
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +228,Row {0}: Qty not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),صف {0}: الكمية لا تتوفر لل{4} في مستودع {1} في بالإرسال وقت دخول ({2} {3})
DocType: Purchase Invoice,Get Advances Paid,الحصول على السلف المدفوعة
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +731,Make ,إنشاء
DocType: Journal Entry,Total Amount in Words,المبلغ الكلي في كلمات
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +7,There was an error. One probable reason could be that you haven't saved the form. Please contact support@erpnext.com if the problem persists.,كان هناك خطأ . يمكن أن يكون أحد الأسباب المحتملة التي قد لا يتم حفظ النموذج. يرجى الاتصال support@erpnext.com إذا استمرت المشكلة.
apps/erpnext/erpnext/templates/pages/cart.html +5,My Cart,سلتي
apps/erpnext/erpnext/controllers/selling_controller.py +154,Order Type must be one of {0},يجب أن يكون النظام نوع واحد من {0}
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +35,Opening Qty,فتح الكمية
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +393,Please enter Account for Change Amount,الرجاء إدخال حساب لتغيير المبلغ
DocType: Student Batch,Student Batch Name,طالب اسم دفعة
apps/erpnext/erpnext/schools/doctype/scheduling_tool/scheduling_tool.js +8,Schedule Course,دورة الجدول الزمني
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +175,Stock Options,خيارات المخزون
apps/erpnext/erpnext/accounts/doctype/asset/asset.js +211,Do you really want to restore this scrapped asset?,هل تريد حقا أن استعادة هذه الأصول ألغت؟
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +237,Qty for {0},الكمية ل{0}
DocType: Leave Application,Leave Application,طلب اجازة
apps/erpnext/erpnext/config/hr.py +80,Leave Allocation Tool,اداة توزيع الاجازات
DocType: Leave Block List,Leave Block List Dates,ترك التواريخ قائمة الحظر
DocType: Workstation,Net Hour Rate,صافي معدل ساعة
DocType: Landed Cost Purchase Receipt,Landed Cost Purchase Receipt,هبطت استلام تكلفة الشراء
DocType: Company,Default Terms,الشروط الافتراضية
DocType: Purchase Invoice,Cash/Bank Account,النقد / البنك حساب
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +70,Removed items with no change in quantity or value.,العناصر إزالتها مع أي تغيير في كمية أو قيمة.
DocType: Delivery Note,Delivery To,التسليم إلى
apps/erpnext/erpnext/stock/doctype/item/item.py +635,Attribute table is mandatory,الجدول السمة إلزامي
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +64,{0} can not be negative,{0} لا يمكن أن تكون سلبية
apps/erpnext/erpnext/schools/doctype/announcement/announcement.py +18,Please select a Student,الرجاء اختيار الطلاب
apps/erpnext/erpnext/public/js/pos/pos.html +29,Discount,خصم
DocType: Asset,Total Number of Depreciations,إجمالي عدد التلفيات
DocType: Workstation,Wages,أجور
DocType: Project,Internal,داخلي
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +141,Please specify a valid Row ID for row {0} in table {1},يرجى تحديد هوية الصف صالحة لصف {0} في الجدول {1}
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +23,Go to the Desktop and start using ERPNext,ERPNext اذهب إلى سطح المكتب والبدء في استخدام
DocType: Item,Manufacturer,الصانع
DocType: Landed Cost Item,Purchase Receipt Item,شراء السلعة استلام
DocType: Purchase Receipt,PREC-RET-,PREC-RET-
DocType: POS Profile,Sales Invoice Payment,فاتورة مبيعات الدفع
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +70,Selling Amount,كمية البيع
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +115,You are the Expense Approver for this record. Please Update the 'Status' and Save,"كنت الموافق المصروفات لهذا السجل . يرجى تحديث ""الحالة"" و فروا"
DocType: Asset,Scrapped,ألغت
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +28,Account does not match with Company,الحساب لا يتطابق مع الشركة
apps/erpnext/erpnext/config/stock.py +190,"Attributes for Item Variants. e.g Size, Color etc.",سمات البدائل للصنف. على سبيل المثال الحجم واللون الخ
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice_dashboard.py +27,Returns,عائدات
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order_calendar.js +39,WIP Warehouse,مستودع WIP
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +194,Serial No {0} is under maintenance contract upto {1},رقم المسلسل {0} هو بموجب عقد صيانة لغاية {1}
apps/erpnext/erpnext/config/hr.py +35,Recruitment,تجنيد
DocType: BOM Operation,Operation,عملية
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +62,Item must be added using 'Get Items from Purchase Receipts' button,"يجب إضافة البند باستخدام ""الحصول على السلع من شراء إيصالات 'زر"
DocType: Employee,A-,أ-
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +115,Sales Expenses,مصاريف المبيعات
apps/erpnext/erpnext/patches/v4_0/create_price_list_if_missing.py +18,Standard Buying,شراء القياسية
DocType: GL Entry,Against,ضد
apps/erpnext/erpnext/controllers/selling_controller.py +231,Sales Order {0} is {1},اوامر البيع {0} {1}
DocType: Opportunity,Contact Info,معلومات الاتصال
apps/erpnext/erpnext/config/stock.py +299,Making Stock Entries,جعل الأسهم مقالات
DocType: Packing Slip,Net Weight UOM,الوزن الصافي UOM
DocType: Shipping Rule Condition,Shipping Rule Condition,حالة قاعدة الشحن
DocType: Holiday List,Get Weekly Off Dates,الحصول على مواعيد الإيقاف الأسبوعي
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +30,End Date can not be less than Start Date,تاريخ نهاية لا يمكن أن يكون أقل من تاريخ بدء
DocType: Sales Person,Select company name first.,حدد اسم الشركة الأول.
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +155,Dr,الدكتور
apps/erpnext/erpnext/config/buying.py +23,Quotations received from Suppliers.,الاقتباسات الواردة من الموردين.
apps/erpnext/erpnext/controllers/selling_controller.py +22,To {0} | {1} {2},إلى {0} | {1} {2}
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +40,Average Age,متوسط العمر
DocType: Opportunity,Your sales person who will contact the customer in future,مبيعاتك الشخص الذي سوف اتصل العميل في المستقبل
apps/erpnext/erpnext/public/js/setup_wizard.js +261,List a few of your suppliers. They could be organizations or individuals.,قائمة قليلة من الموردين الخاصة بك . يمكن أن تكون المنظمات أو الأفراد.
apps/erpnext/erpnext/templates/pages/home.html +32,View All Products,عرض جميع المنتجات
DocType: Company,Default Currency,العملة الافتراضية
DocType: Expense Claim,From Employee,من موظف
apps/erpnext/erpnext/controllers/accounts_controller.py +400,Warning: System will not check overbilling since amount for Item {0} in {1} is zero,تحذير : سيقوم النظام لا تحقق بالمغالاة في الفواتير منذ مبلغ القطعة ل {0} في {1} هو صفر
DocType: Upload Attendance,Attendance From Date,الحضور من تاريخ
apps/erpnext/erpnext/controllers/item_variant.py +63,Invalid Attribute,سمة غير صالح
apps/erpnext/erpnext/hr/report/monthly_salary_register/monthly_salary_register.py +67, and year: ,والسنة:
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +191,{0} {1} must be submitted,{0} {1} يجب أن يؤكّد
DocType: Email Digest,Annual Expense,المصاريف السنوية
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +145,Quantity must be less than or equal to {0},يجب أن تكون الكمية أقل من أو يساوي إلى {0}
DocType: SMS Center,Total Characters,مجموع أحرف
apps/erpnext/erpnext/controllers/buying_controller.py +156,Please select BOM in BOM field for Item {0},يرجى تحديد BOM في الحقل BOM القطعة ل{0}
DocType: C-Form Invoice Detail,C-Form Invoice Detail,تفاصيل الفاتورة نموذج - س
DocType: Payment Reconciliation Invoice,Payment Reconciliation Invoice,دفع فاتورة المصالحة
apps/erpnext/erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py +42,Contribution %,المساهمة٪
DocType: Company,Company registration numbers for your reference. Tax numbers etc.,أرقام تسجيل الشركة للرجوع اليها. أرقام الضرائب الخ.
DocType: Sales Partner,Distributor,موزع
DocType: Shopping Cart Shipping Rule,Shopping Cart Shipping Rule,التسوق شحن العربة القاعدة
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +211,Production Order {0} must be cancelled before cancelling this Sales Order,إنتاج النظام {0} يجب أن يتم إلغاء هذا الأمر قبل إلغاء المبيعات
apps/erpnext/erpnext/public/js/controllers/transaction.js +62,Please set 'Apply Additional Discount On',الرجاء تعيين &#39;تطبيق خصم إضافي على&#39;
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py +39,From Range has to be less than To Range,من المدى يجب أن يكون أقل من أن تتراوح
DocType: Global Defaults,Global Defaults,افتراضيات العالمية
apps/erpnext/erpnext/projects/doctype/project/project.py +153,Project Collaboration Invitation,مشروع التعاون دعوة
DocType: Salary Slip,Deductions,الخصومات
apps/erpnext/erpnext/public/js/financial_statements.js +73,Start Year,بداية السنة
DocType: Purchase Invoice,Start date of current invoice's period,تاريخ بدء فترة الفاتورة الحالية
DocType: Salary Slip,Leave Without Pay,إجازة بدون راتب
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +327,Capacity Planning Error,خطأ القدرة على التخطيط
DocType: Lead,Consultant,مستشار
DocType: Salary Slip,Earnings,أرباح
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +362,Finished Item {0} must be entered for Manufacture type entry,البند المنهي {0} يجب إدخاله لادخال نوع صناعة
apps/erpnext/erpnext/config/learn.py +92,Opening Accounting Balance,فتح ميزان المحاسبة
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +499,Nothing to request,شيء أن تطلب
apps/erpnext/erpnext/projects/doctype/task/task.py +38,'Actual Start Date' can not be greater than 'Actual End Date',""" تاريخ البدء الفعلي "" لا يمكن أن يكون احدث من "" تاريخ الانتهاء الفعلي """
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +73,Management,إدارة
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +52,Either debit or credit amount is required for {0},مطلوب إما الخصم أو الائتمان لل مبلغ {0}
DocType: Cheque Print Template,Payer Settings,إعدادات دافع
DocType: Item Attribute Value,"This will be appended to the Item Code of the variant. For example, if your abbreviation is ""SM"", and the item code is ""T-SHIRT"", the item code of the variant will be ""T-SHIRT-SM""","سيتم إلحاق هذا إلى بند رمز للمتغير. على سبيل المثال، إذا اختصار الخاص بك هو ""SM""، ورمز البند هو ""T-SHIRT""، رمز العنصر المتغير سيكون ""T-SHIRT-SM"""
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +161,Blue,أزرق
DocType: Purchase Invoice,Is Return,هو العائد
DocType: Price List Country,Price List Country,قائمة الأسعار البلد
apps/erpnext/erpnext/utilities/doctype/contact/contact.py +69,Please set Email ID,الرجاء تعيين ID البريد الإلكتروني
DocType: Item,UOMs,UOMs
apps/erpnext/erpnext/stock/utils.py +181,{0} valid serial nos for Item {1},{0} أرقام متسلسلة صالحة للصنف {1}
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +57,Item Code cannot be changed for Serial No.,لا يمكن تغيير رمز المدينة لل رقم التسلسلي
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +23,POS Profile {0} already created for user: {1} and company {2},الملف POS {0} خلقت بالفعل للمستخدم: {1} وشركة {2}
DocType: Purchase Order Item,UOM Conversion Factor,UOM تحويل عامل
apps/erpnext/erpnext/accounts/page/pos/pos.js +1374,Do you really want to submit the invoice?,هل تريد حقا أن تقدم الفاتورة؟
apps/erpnext/erpnext/config/buying.py +38,Supplier database.,مزود قاعدة البيانات.
DocType: Payment Reconciliation Payment,Reference_name,اسم الإشارة
DocType: Account,Balance Sheet,الميزانية العمومية
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +685,Cost Center For Item with Item Code ',"مركز تكلفة بالنسبة للبند مع رمز المدينة """
